itemid,label,reason,n_numeric_values,n_unique_numeric_values,n_ranges,range_coverage_pct
51481,Hemosiderin,too_few_values,0.0,0.0,0.0,
51483,Hyphenated Yeast,never_measured,,,,
51485,Leucine Crystals,too_few_values,0.0,0.0,0.0,0.0
51486,Leukocytes,too_few_values,1.0,1.0,0.0,0.0
51487,Nitrite,too_few_values,0.0,0.0,0.0,0.0
51488,Non-squamous Epithelial Cells,too_few_values,4.0,2.0,0.0,0.0
51489,NonSquamous Epithelial Cell,too_few_values,36.0,6.0,0.0,0.0
51490,Oval Fat Body,too_few_values,0.0,0.0,0.0,0.0
51491,pH,too_few_values,247599.0,9.0,1.0,100.0
51495,RBC Clumps,too_few_values,0.0,0.0,0.0,0.0
51496,"Reducing Substances, Urine",too_few_values,0.0,0.0,1.0,100.0
51497,Renal Epithelial Cells,no_range,364.0,21.0,0.0,0.0
51499,Sperm,too_few_values,0.0,0.0,0.0,0.0
51500,Sulfonamides,too_few_values,0.0,0.0,0.0,0.0
51501,Transitional Epithelial Cells,no_range,5887.0,36.0,0.0,0.0
51502,Trichomonas,too_few_values,0.0,0.0,0.0,0.0
51503,Triple Phosphate Crystals,too_few_values,0.0,0.0,0.0,0.0
51504,Tyrosine Crystals,too_few_values,0.0,0.0,0.0,0.0
51505,Uric Acid Crystals,too_few_values,0.0,0.0,0.0,0.0
51506,Urine Appearance,too_few_values,0.0,0.0,0.0,0.0
51508,Urine Color,too_few_values,1.0,1.0,0.0,0.0
51509,Urine Comments,too_few_values,0.0,0.0,0.0,0.0
51510,"Urine Crystals, Other",too_few_values,0.0,0.0,0.0,0.0
51511,Urine Fat Bodies,too_few_values,0.0,0.0,0.0,0.0
51512,Urine Mucous,too_few_values,1.0,1.0,0.0,0.0
51513,Urine Specimen Type,too_few_values,6.0,4.0,0.0,0.0
51514,Urobilinogen,too_few_values,37881.0,8.0,1.0,100.0
51518,WBC Clumps,too_few_values,0.0,0.0,0.0,0.0
51519,Yeast,too_few_values,0.0,0.0,0.0,0.0
51556,Anti-Microsomal Antibodies,never_measured,,,,
51557,Anti-Microsomal Antibody,never_measured,,,,
51558,Antirnp,never_measured,,,,
51559,Anti-ro,never_measured,,,,
51560,Anti-SARS-CoV-2 IgA,never_measured,,,,
51562,Anti-Skin Antibody,never_measured,,,,
51563,Anti-sm,never_measured,,,,
51564,ARCH-1,no_range,11234.0,217.0,0.0,0.0
51565,Argon,never_measured,,,,
51566,Beta,never_measured,,,,
51568,"Bilirubin, Neonatal",never_measured,,,,
51569,"Bilirubin, Neonatal, Direct",never_measured,,,,
51570,"Bilirubin, Neonatal, Indirect",never_measured,,,,
51571,Billed,never_measured,,,,
51572,Bioavailable Testosterone,never_measured,,,,
51573,Bromide,never_measured,,,,
51574,C1 Inhibitor,never_measured,,,,
51575,C1q,never_measured,,,,
51576,C2,never_measured,,,,
51577,C5,never_measured,,,,
51578,C6,never_measured,,,,
51579,CA 19-9,too_few_values,0.0,0.0,1.0,100.0
51580,Calculated CK-MB,never_measured,,,,
51581,Carotene,never_measured,,,,
51582,CH50,never_measured,,,,
51583,Chol Estr,never_measured,,,,
51584,Chylomicrons,never_measured,,,,
51585,Clostrid,never_measured,,,,
51586,CMV IgG Ab,too_few_values,0.0,0.0,0.0,0.0
51587,CMV IgG Ab Value,no_range,1533.0,496.0,0.0,0.0
51588,CMV IgM Ab,too_few_values,0.0,0.0,0.0,0.0
51589,CMV IgM Ab Value,never_measured,,,,
51590,CMV Interpretation,too_few_values,0.0,0.0,0.0,0.0
51591,Confirmation,never_measured,,,,
51592,Conj Bili,never_measured,,,,
51593,Copper,never_measured,,,,
51594,"Creatine Kinase, Isoenzyme BB",never_measured,,,,
51595,"Creatine Kinase, Isoenzyme MB",never_measured,,,,
51596,"Creatine Kinase, Isoenzyme MM",never_measured,,,,
51597,Cvhlc,never_measured,,,,
51598,Cytomegalovirus Viral Load,too_few_values,0.0,0.0,1.0,100.0
51599,D,never_measured,,,,
51600,Delete,never_measured,,,,
51601,Delete,never_measured,,,,
51602,Delete,never_measured,,,,
51603,Delete,never_measured,,,,
51604,Delete,never_measured,,,,
51605,Delta/Dlt,never_measured,,,,
51606,Digitoxin,never_measured,,,,
51607,"Dimeric Inhibin A, Maternal Screen",never_measured,,,,
51608,DirLst,never_measured,,,,
51609,Disopyramide,never_measured,,,,
51610,Dlta Bili,never_measured,,,,
51611,Down Syndrome Risk,never_measured,,,,
51612,Dr. X,never_measured,,,,
51613,eAG,too_few_values,0.0,0.0,2.0,100.0
51614,Epstein-Barr Virus  EBNA IgG Ab,too_few_values,0.0,0.0,0.0,
51615,Epstein-Barr Virus EBNA IgG Ab,no_range,1434.0,537.0,0.0,0.0
51616,Epstein-Barr Virus IgG Ab Value,no_range,1345.0,604.0,0.0,0.0
51617,Epstein-Barr Virus IgM Ab Value,no_range,1466.0,122.0,0.0,0.0
51618,Epstein-Barr Virus Interpretation,too_few_values,22.0,1.0,0.0,0.0
51619,Epstein-Barr Virus VCA IgG Ab,too_few_values,0.0,0.0,0.0,
51620,Epstein-Barr Virus VCA IgM Ab,too_few_values,0.0,0.0,0.0,
51623,Fibrinogen,never_measured,,,,
51624,Free Calcium,never_measured,,,,
51628,Fructosamine,never_measured,,,,
51629,Fructosamine Plus,never_measured,,,,
51630,Gamma,never_measured,,,,
51631,Glycated Hemoglobin,never_measured,,,,
51632,Growth Hormone,never_measured,,,,
51633,Hbeag,never_measured,,,,
51634,Hbsag,never_measured,,,,
51635,Hbsag,never_measured,,,,
51636,"HCG, Multiples of Median",never_measured,,,,
51637,"HCG, Qualitative",never_measured,,,,
51638,Hematocrit,never_measured,,,,
51639,Hematocrit,never_measured,,,,
51640,Hemoglobin,never_measured,,,,
51641,Hemoglobin  A,never_measured,,,,
51642,Hemoglobin  A1,never_measured,,,,
51643,Hemoglobin  A2,never_measured,,,,
51644,Hemoglobin  C,never_measured,,,,
51645,"Hemoglobin, Calculated",never_measured,,,,
51646,Hemoglobin  F,never_measured,,,,
51647,Hemoglobin  S,never_measured,,,,
51648,Hepatitis B Viral Load,too_few_values,0.0,0.0,1.0,100.0
51649,Hepatitis B Virus E Antibody,never_measured,,,,
51650,Hepatitis B Virus E Antigen,never_measured,,,,
51651,Hepatitis C Viral Load,too_few_values,0.0,0.0,1.0,100.0
51652,High-Sensitivity CRP,too_few_values,0.0,0.0,0.0,0.0
51653,HIV 1 Ab Confirmation,too_few_values,0.0,0.0,0.0,0.0
51654,HIV 1 Viral Load,too_few_values,0.0,0.0,1.0,100.0
51655,HIV 2 Ab Confirmation,too_few_values,0.0,0.0,0.0,0.0
51656,Hlap,never_measured,,,,
51657,HPE1,no_range,15304.0,735.0,0.0,0.0
51658,HPE2,no_range,5254.0,4155.0,0.0,0.0
51659,HPE3,no_range,13926.0,578.0,0.0,0.0
51660,HPE4,no_range,2490.0,1014.0,0.0,0.0
51661,HPE5,no_range,1050.0,238.0,0.0,0.0
51662,HPE6,no_range,2461.0,353.0,0.0,0.0
51663,HPE7,no_range,13927.0,1486.0,0.0,0.0
51664,HPE8,no_range,136.0,47.0,0.0,0.0
51665,HPE9,too_few_values,5.0,5.0,0.0,0.0
51666,H. pylori IgG Ab,too_few_values,0.0,0.0,0.0,0.0
51667,H. pylori IgG Ab Value,no_range,208.0,190.0,0.0,0.0
51668,Hsap,never_measured,,,,
51669,Htlv Ab,never_measured,,,,
51670,Icd9,never_measured,,,,
51671,IFEgel,never_measured,,,,
51672,Immune Complexes,never_measured,,,,
51673,Immunoelectrophoresis,never_measured,,,,
51674,Immunoglobulin E,never_measured,,,,
51675,INR(PT),never_measured,,,,
51676,Insulin,never_measured,,,,
51677,K (GREEN),too_few_values,4.0,3.0,1.0,100.0
51678,L,low_range_coverage,1525086.0,659.0,1.0,0.06
51679,Lap,never_measured,,,,
51680,"LD, Isoenzyme 1",never_measured,,,,
51681,"LD, Isoenzyme 2",never_measured,,,,
51682,"LD, Isoenzyme 3",never_measured,,,,
51683,"LD, Isoenzyme 4",never_measured,,,,
51684,"LD, Isoenzyme 5",never_measured,,,,
51685,Lidocaine,never_measured,,,,
51686,Lip2,never_measured,,,,
51687,Lipo Electrophoresis,never_measured,,,,
51688,Lyme C6 Ab,too_few_values,0.0,0.0,0.0,
51689,Lyme G and M Value,no_range,1533.0,257.0,0.0,0.0
51691,MCV,never_measured,,,,
51692,"Monospot, Rapid Antigen",never_measured,,,,
51693,Mumps IgG Ab,too_few_values,0.0,0.0,0.0,0.0
51694,Mumps IgG Ab Value,no_range,320.0,260.0,0.0,0.0
51695,Myoglobin,never_measured,,,,
51696,Neural Tube Defect Risk,never_measured,,,,
51698,No MD,never_measured,,,,
51699,Not Done,never_measured,,,,
51700,Np-fx,never_measured,,,,
51701,"Osmolality, Calculated",never_measured,,,,
51702,Park,never_measured,,,,
51703,PEPgel,never_measured,,,,
51705,Primidone,never_measured,,,,
51706,Problem Specimen,too_few_values,3.0,2.0,0.0,0.0
51707,Progesterone,never_measured,,,,
51708,Qnthbsab,never_measured,,,,
51709,Quantitative RPR Test,never_measured,,,,
51710,Rapid Plasma Reagin Test,never_measured,,,,
51712,Referred,never_measured,,,,
51713,Reflex Confirmatory Hepatitis C Viral Load,too_few_values,0.0,0.0,1.0,100.0
51714,Reflex HIV Confirmation,too_few_values,0.0,0.0,0.0,
51715,Renin,never_measured,,,,
51717,Reserved,never_measured,,,,
51718,Reserved1,never_measured,,,,
51719,Reserved3,never_measured,,,,
51720,Reserved4,never_measured,,,,
51721,Reverse T3,never_measured,,,,
51722,RFXLDLM,too_few_values,0.0,0.0,0.0,
51723,Rubella,never_measured,,,,
51724,Rubella IgG Ab,too_few_values,0.0,0.0,0.0,0.0
51725,Rubeola IgG Ab,too_few_values,0.0,0.0,0.0,0.0
51726,Rubeola IgG Ab Value,no_range,308.0,246.0,0.0,0.0
51727,Send Out,never_measured,,,,
51728,Serum B12,never_measured,,,,
51729,Serum B12,never_measured,,,,
51730,Serum Folate,never_measured,,,,
51731,Single Stranded DNA,never_measured,,,,
51732,STX1,no_range,617.0,293.0,0.0,0.0
51733,STX2,no_range,1088.0,399.0,0.0,0.0
51734,STX3,no_range,3038.0,90.0,0.0,0.0
51735,STX4,no_range,2801.0,132.0,0.0,0.0
51736,STX5,no_range,2802.0,91.0,0.0,0.0
51737,STX6,no_range,8951.0,149.0,0.0,0.0
51738,Thyroid Binding Globulin,never_measured,,,,
51739,Total CO2,never_measured,,,,
51740,Toxic Screen,never_measured,,,,
51741,Toxoplasma IgG Ab,too_few_values,0.0,0.0,0.0,0.0
51742,Toxoplasma IgG Ab Value,no_range,623.0,161.0,0.0,0.0
51743,Toxoplasma IgM Ab,too_few_values,0.0,0.0,0.0,0.0
51744,Toxoplasma IgM Ab Value,no_range,255.0,65.0,0.0,0.0
51745,Toxoplasma Interpretation,too_few_values,1.0,1.0,0.0,0.0
51746,Transferrin Saturation,never_measured,,,,
51747,Treponemal Antibody Test,never_measured,,,,
51748,Treponema pallidum (Syphilis) Ab,too_few_values,0.0,0.0,0.0,0.0
51749,Treponema pallidum (syphilis) value,no_range,3007.0,227.0,0.0,0.0
51750,"UE3, Multiples of Median",never_measured,,,,
51751,Uncon Bil,never_measured,,,,
51752,Voided Specimen,too_few_values,1.0,1.0,0.0,0.0
51753,VZV IgG Ab,too_few_values,0.0,0.0,0.0,0.0
51754,VZV IgG Ab Value,no_range,479.0,342.0,0.0,0.0
51755,White Blood Cells,never_measured,,,,
51756,White Blood Cells,never_measured,,,,
51757,Xxx,never_measured,,,,
51758,Xylose,never_measured,,,,
51759,Z,never_measured,,,,
51760,Z,never_measured,,,,
51761,Zinc,never_measured,,,,
51762,EE1,no_range,282.0,137.0,0.0,0.0
51763,EE2,no_range,258.0,72.0,0.0,0.0
51764,EE7,no_range,233.0,81.0,0.0,0.0
51765,EE3,no_range,74.0,21.0,0.0,0.0
51767,EE5,no_range,74.0,51.0,0.0,0.0
51768,EE6,no_range,264.0,82.0,0.0,0.0
51769,RUBIgGV,no_range,372.0,263.0,0.0,0.0
51770,MDRDgfr,never_measured,,,,
51771,,never_measured,,,,
51772,PAN3,no_range,62.0,58.0,0.0,0.0
51773,RFXFRKL,never_measured,,,,
51774,RFXHCV,never_measured,,,,
51775,(Albumin),never_measured,,,,
51776,<Albumin>,too_few_values,4.0,4.0,0.0,0.0
51777,"Albumin, CSF",never_measured,,,,
51778,Alpha-1,never_measured,,,,
51779,Alpha-2,never_measured,,,,
51780,"Amylase, CSF",never_measured,,,,
51781,Beta,never_measured,,,,
51782,"Bicarbonate, CSF",never_measured,,,,
51783,"Bilirubin, Total, CSF",too_few_values,3.0,3.0,0.0,0.0
51784,"Chloride, CSF",never_measured,,,,
51785,"Cholesterol, CSF",never_measured,,,,
51786,Clostrid,never_measured,,,,
51787,"Creatinine, CSF",never_measured,,,,
51788,Cryptococ,never_measured,,,,
51789,Fl Scan,never_measured,,,,
51790,"Glucose, CSF",no_range,8137.0,212.0,0.0,0.0
51791,HIV 1 Viral Load,too_few_values,0.0,0.0,1.0,100.0
51792,"Immunoelectrophoresis, CSF",never_measured,,,,
51793,"Immunoglobulin G, CSF",never_measured,,,,
51794,"Immunoglobulin G, CSF",never_measured,,,,
51795,"Lactate Dehydrogenase, CSF",no_range,1109.0,115.0,0.0,0.0
51796,"Miscellaneous, CSF",too_few_values,0.0,0.0,0.0,
51797,"Osmolality, CSF",never_measured,,,,
51798,"PEP, CSF",too_few_values,0.0,0.0,0.0,
51799,"PEP, CSF, Gamma Region",never_measured,,,,
51800,"Potassium, CSF",never_measured,,,,
51801,"Sodium, CSF",never_measured,,,,
51803,"Triglycerides, CSF",never_measured,,,,
51804,"Urea Nitrogen, CSF",never_measured,,,,
51805,"Uric Acid, CSF",never_measured,,,,
51806,Voided Specimen,too_few_values,0.0,0.0,0.0,
51807,(Albumin),never_measured,,,,
51808,Alpha-1,never_measured,,,,
51809,Alpha-2,never_measured,,,,
51810,Beta,never_measured,,,,
51811,"Bicarbonate,Joint Fluid",never_measured,,,,
51812,"Bilirubin, Total, Joint Fluid",never_measured,,,,
51813,"Chloride, Joint Fluid",never_measured,,,,
51814,"Cholesterol, Joint Fluid",never_measured,,,,
51815,Clostrid,never_measured,,,,
51816,Cryptococ,never_measured,,,,
51817,Fl Scan,never_measured,,,,
51818,"IgG, Joint Fluid",never_measured,,,,
51819,"Immunoelectrophoresis, Joint Fluid",never_measured,,,,
51820,"Osmolality, Joint Fluid",never_measured,,,,
51821,"PEP, Joint Fluid, Gamma Region",never_measured,,,,
51822,"Potassium, Joint Fluid",never_measured,,,,
51823,"Sodium, Joint Fluid",never_measured,,,,
51824,"Triglycerides, Joint Fluid",never_measured,,,,
51825,"Urea Nitrogen, Joint Fluid",never_measured,,,,
51826,"Uric Acid, Joint Fluid",too_few_values,1.0,1.0,0.0,0.0
51827,Voided Specimen,too_few_values,0.0,0.0,0.0,
51828,Voided Specimen,never_measured,,,,
51829,72 Hr Fat,never_measured,,,,
51830,Acid BAO,never_measured,,,,
51831,Acid MAO,never_measured,,,,
51833,"AFP, Amniotic Fluid",never_measured,,,,
51834,"AFP, Body Fluid",never_measured,,,,
51835,(Albumi,never_measured,,,,
51836,<Albumin>,never_measured,,,,
51837,Alpha-1,never_measured,,,,
51838,Alpha-2,never_measured,,,,
51839,Anat Path Hold,too_few_values,0.0,0.0,0.0,
51840,Beta,never_measured,,,,
51841,"Blood, Occult",never_measured,,,,
51842,Bun,never_measured,,,,
51843,C. diff PCR,never_measured,,,,
51844,C diff Toxin Antigen Assay,never_measured,,,,
51846,Chlamydia trachomatis,too_few_values,0.0,0.0,0.0,
51847,Clostrid,never_measured,,,,
51854,Cryptococ,never_measured,,,,
51855,"DSPC, Amniotic Fluid",never_measured,,,,
51856,Epr,never_measured,,,,
51857,Fl Scan,never_measured,,,,
51858,HIV 1 Viral Load,never_measured,,,,
51861,"Immunoelectrophoresis, Fluid",never_measured,,,,
51862,"Immunoglobulin G, Body Fluid",never_measured,,,,
51864,Influenza A by PCR,never_measured,,,,
51865,Influenza A by PCR,too_few_values,0.0,0.0,0.0,0.0
51869,"Influenza A, Rapid Antigen",never_measured,,,,
51870,"Influenza A, Rapid Antigen",never_measured,,,,
51872,Influenza B by PCR,never_measured,,,,
51873,Influenza B by PCR,too_few_values,0.0,0.0,0.0,0.0
51874,"Influenza B, Rapid Antigen",never_measured,,,,
51875,"Influenza B, Rapid Antigen",never_measured,,,,
51876,"L/S Ratio, Amniotic Fluid",never_measured,,,,
51877,MRSA PCR,too_few_values,0.0,0.0,0.0,0.0
51879,Neisseria gonorrhoeae,too_few_values,0.0,0.0,0.0,
51880,Norovirus Genogroup I,never_measured,,,,
51881,Norovirus Genogroup II,never_measured,,,,
51882,O & P,never_measured,,,,
51887,"PEP, Body Fluid",never_measured,,,,
51888,"PEP, Body Fluid, Gamma Region",never_measured,,,,
51889,Phosphatidylglycerol,never_measured,,,,
51893,Staph aureus PCR,too_few_values,0.0,0.0,0.0,0.0
51894,"Strep A, Rapid Antigen",never_measured,,,,
51895,"Strep A, Rapid Antigen",never_measured,,,,
51896,Sudan Stain,never_measured,,,,
51897,Surfactant/Albumin,too_few_values,0.0,0.0,0.0,0.0
51898,Surf/Alb,never_measured,,,,
51899,Trichomonas vaginalis,too_few_values,0.0,0.0,0.0,
51900,"Uric Acid, Body Fluid",never_measured,,,,
51901,Voided Specimen,too_few_values,0.0,0.0,0.0,
51902,Vpf,never_measured,,,,
51903,PAN1,no_range,318.0,25.0,0.0,0.0
51904,PAN2,no_range,138.0,18.0,0.0,0.0
51905, ,never_measured,,,,
51906,reuse,never_measured,,,,
51907,reuse1,never_measured,,,,
51910,(Albumin),never_measured,,,,
51911,Alpha-1,never_measured,,,,
51912,Alpha-2,never_measured,,,,
51913,Beta,never_measured,,,,
51914,Clostrid,never_measured,,,,
51915,Cryptococ,never_measured,,,,
51916,Fl Scan,never_measured,,,,
51917,"Immunoelectrophoresis, Pleural",never_measured,,,,
51918,"Immunoglobulin G, Pleural",never_measured,,,,
51919,"Osmolality, Pleural",never_measured,,,,
51920,"PEP, Pleural, Gamma Region",never_measured,,,,
51921,"proBNP, Pleural",no_range,418.0,407.0,0.0,0.0
51922,"Urea Nitrogen, Pleural",too_few_values,1.0,1.0,0.0,0.0
51923,"Uric Acid, Pleural",never_measured,,,,
51924,Voided Specimen,too_few_values,0.0,0.0,0.0,
51925,72 Hr Fat,never_measured,,,,
51926,(Albumin),never_measured,,,,
51927,"Albumin, Stool",too_few_values,0.0,0.0,0.0,
51928,Alpha-1,never_measured,,,,
51929,Alpha-2,never_measured,,,,
51930,"Amylase, Stool",never_measured,,,,
51931,Beta,never_measured,,,,
51932,"Bilirubin, Total, Stool",never_measured,,,,
51933,C. diff PCR,too_few_values,0.0,0.0,0.0,0.0
51934,C Diff Toxin Antigen Assay,too_few_values,0.0,0.0,0.0,
51935,"Cholesterol, Stool",never_measured,,,,
51936,Clostrid,never_measured,,,,
51937,"Creatinine, Stool",never_measured,,,,
51938,Cryptococ,never_measured,,,,
51939,Fl Scan,never_measured,,,,
51940,Gamma,never_measured,,,,
51941,"Glucose, Stool",never_measured,,,,
51942,"IgG, Stool",never_measured,,,,
51943,"Immunoelectrophoresis, Stool",never_measured,,,,
51944,"Lactate Dehydrogenase, Stool",never_measured,,,,
51945,Norovirus Genogroup I,too_few_values,0.0,0.0,0.0,0.0
51946,Norovirus Genogroup II,too_few_values,0.0,0.0,0.0,0.0
51947,O & P,never_measured,,,,
51948,Sudan Stain,never_measured,,,,
51949,"Total Protein, Stool",never_measured,,,,
51950,"Triglycerides, Stool",never_measured,,,,
51951,"Urea Nitrogen, Stool",never_measured,,,,
51952,"Uric Acid, Stool",never_measured,,,,
51953,Voided Specimen,too_few_values,0.0,0.0,0.0,0.0
51955,,never_measured,,,,
51956,CDT027,too_few_values,0.0,0.0,0.0,0.0
51957,17-Hydroxycorticosteroids,never_measured,,,,
51958,"17-Ketosteroids, Urine",never_measured,,,,
51959,"5-HIAA, Urine",never_measured,,,,
51960,Aldolase,never_measured,,,,
51961,Alpha-1,never_measured,,,,
51962,Alpha-2,never_measured,,,,
51963,Amylase/Creatinine Clearance,never_measured,,,,
51964,"Amylase, Serum",never_measured,,,,
51965,Beta,never_measured,,,,
51966,Bilirubin,never_measured,,,,
51967,Blood,never_measured,,,,
51968,Camp,never_measured,,,,
51969,"Catecholamines, Urine",never_measured,,,,
51970,Cben,never_measured,,,,
51971,Ccoc,never_measured,,,,
51972,Chlamydia trachomatis,too_few_values,0.0,0.0,0.0,0.0
51973,Copi,never_measured,,,,
51974,"Copper, Urine",never_measured,,,,
51975,Coproporphyrins,never_measured,,,,
51976,"Cortisol, Urine",never_measured,,,,
51977,"Creatinine, Blood",never_measured,,,,
51978,DirList,never_measured,,,,
51979,"Estriol, Urine",never_measured,,,,
51980,Fentanyl,too_few_values,0.0,0.0,0.0,
51981,Glucose,never_measured,,,,
51982,"Immunoelectrophoresis, Urine",never_measured,,,,
51983,"Iron, Urine",never_measured,,,,
51984,Ketone,never_measured,,,,
51985,Leukocytes,never_measured,,,,
51986,Neisseria gonorrhoeae,too_few_values,0.0,0.0,0.0,0.0
51987,Nitrite,never_measured,,,,
51988,O & P,never_measured,,,,
51989,Oxycodone,too_few_values,0.0,0.0,0.0,0.0
51990,"Phenothiazine Screen, Urine",never_measured,,,,
51991,"Propoxyphene, Urine",never_measured,,,,
51992,Protein,never_measured,,,,
51993,Referred,never_measured,,,,
51994,Specific Gravity,never_measured,,,,
51995,Study Urine,never_measured,,,,
51996,Trichomonas vaginalis,too_few_values,0.0,0.0,0.0,
51997,UIFEgel,never_measured,,,,
51998,UPEPgel,never_measured,,,,
51999,Urine Amylase,never_measured,,,,
52000,Urine  Creatinine,never_measured,,,,
52001,"Urine PEP, Gamma region",never_measured,,,,
52002,Urobilinogen,never_measured,,,,
52003,Uroporphyrins,never_measured,,,,
52004,UTX1,no_range,9550.0,636.0,0.0,0.0
52005,UTX2,no_range,9552.0,1000.0,0.0,0.0
52006,UTX3,no_range,9433.0,1059.0,0.0,0.0
52007,UTX4,no_range,9624.0,845.0,0.0,0.0
52008,UTX5,no_range,9604.0,761.0,0.0,0.0
52009,UTX6,no_range,9143.0,368.0,0.0,0.0
52010,UTX7,no_range,9459.0,691.0,0.0,0.0
52011,UTX8,never_measured,,,,
52012,UTX9,no_range,117.0,99.0,0.0,0.0
52013,Vanillylmandelic Acid,never_measured,,,,
52014,Voided Specimen,too_few_values,0.0,0.0,0.0,
52015,Xylose,never_measured,,,,
52016,Z,never_measured,,,,
52017,"Zinc, Urine",never_measured,,,,
52018,PAN1,no_range,954.0,35.0,0.0,0.0
52019,PAN2,too_few_values,42.0,4.0,0.0,0.0
52020,UTX10,no_range,2110.0,173.0,0.0,0.0
52021,Abz,never_measured,,,,
52022,"Albumin, Blood",never_measured,,,,
52023,Assist/Control,too_few_values,0.0,0.0,0.0,
52025,Delete,never_measured,,,,
52026,Estimated GFR (MDRD equation),too_few_values,0.0,0.0,0.0,
52027,"Glucose, Whole Blood",never_measured,,,,
52028,Hematocrit,never_measured,,,,
52029,% Ionized Calcium,never_measured,,,,
52030,Lithium,never_measured,,,,
52031,Osmolality,never_measured,,,,
52032,P50 of Hemoglobin,never_measured,,,,
52033,Specimen Type,too_few_values,0.0,0.0,0.0,0.0
52034,Total Calcium,never_measured,,,,
52035,Total Calcium,never_measured,,,,
52036,Voided Specimen,too_few_values,0.0,0.0,0.0,
52037,WB tCO2,never_measured,,,,
52038,Base Excess,never_measured,,,,
52039,Calculated Bicarbonate,never_measured,,,,
52040,pCO2,never_measured,,,,
52041,pH,never_measured,,,,
52042,pO2,never_measured,,,,
52043,Voided Specimen,too_few_values,0.0,0.0,0.0,
52044,"Osmolality, Urine",never_measured,,,,
52045,"pH, Urine",never_measured,,,,
52046,"Potassium, Urine",never_measured,,,,
52047,"Sodium, Urine",never_measured,,,,
52048,Atyps#,never_measured,,,,
52049,Bands#,never_measured,,,,
52050,Basos#,never_measured,,,,
52051,Blasts#,never_measured,,,,
52052,Eos#,never_measured,,,,
52053,Histio#,never_measured,,,,
52054,Histiocyte,never_measured,,,,
52055,Hyperseg,never_measured,,,,
52056,Hyperseg#,never_measured,,,,
52057,Lymphs#,never_measured,,,,
52058,Metas#,never_measured,,,,
52059,Monos#,never_measured,,,,
52060,Myelos#,never_measured,,,,
52061,Nuc Rbcs#,never_measured,,,,
52062,Plasma#,never_measured,,,,
52063,Polys#,never_measured,,,,
52064,Promyelo#,never_measured,,,,
52066,Voided Specimen,too_few_values,0.0,0.0,0.0,
52067,Young#,never_measured,,,,
52068,24 Hr,never_measured,,,,
52070,Absolute CD19 Count,never_measured,,,,
52071,Absolute CD20 Count,never_measured,,,,
52072,Absolute CD56 Count,never_measured,,,,
52076,Acid Phosphatase Stain,never_measured,,,,
52077,Acidserum,never_measured,,,,
52078,Antithrombin III,never_measured,,,,
52079,ASA Tol,never_measured,,,,
52080,Asd,never_measured,,,,
52081,ASD & NA-F,never_measured,,,,
52082,Aspirin Reactivity,never_measured,,,,
52083,Autohem+g,never_measured,,,,
52084,Autohem-g,never_measured,,,,
52085,Bleed Tm,never_measured,,,,
52086,Bleed Tm,never_measured,,,,
52087,CD15/56,too_few_values,0.0,0.0,0.0,0.0
52088,CD 1a,too_few_values,0.0,0.0,0.0,0.0
52089,CD30,never_measured,,,,
52090,CD42,never_measured,,,,
52091,CD52,never_measured,,,,
52092,CD56 %,too_few_values,1.0,1.0,0.0,0.0
52093,CD56 Absolute Count,too_few_values,1.0,1.0,0.0,0.0
52094,CD61,never_measured,,,,
52095,CD62,never_measured,,,,
52096,Chloroacetate,never_measured,,,,
52097,Circ Ab,never_measured,,,,
52098,Clot Lysis,never_measured,,,,
52099,Clot Retraction,never_measured,,,,
52100,Clot Time,never_measured,,,,
52101,Cr,never_measured,,,,
52102,Crenated Cells,never_measured,,,,
52103,Cross Imm,never_measured,,,,
52104,Cryoglob,never_measured,,,,
52105,Direct Antiplatelet Antibodies,never_measured,,,,
52106,Donath-l,never_measured,,,,
52110,DSmear,never_measured,,,,
52111,Echinocytes,too_few_values,2.0,2.0,0.0,0.0
52112,Euglobulin Lysis,never_measured,,,,
52113,Factor IX Inhibitor,too_few_values,0.0,0.0,1.0,
52114,Factor VIII Antigen,never_measured,,,,
52115,Fibrinoge,never_measured,,,,
52116,Fibrinogen,never_measured,,,,
52117,"Fibrinogen, Immunologic",never_measured,,,,
52119,Fitzgerld,never_measured,,,,
52120,Fitzgerld,never_measured,,,,
52121,Fletcher,never_measured,,,,
52122,Fsp,never_measured,,,,
52123,"G6PD, Qualitative",too_few_values,0.0,0.0,0.0,0.0
52124,G6pd Spec,never_measured,,,,
52125,Glutathione,never_measured,,,,
52126,Heinz Aph,never_measured,,,,
52127,Helmet Cells,never_measured,,,,
52128,Hemoglobin H Inclusion,never_measured,,,,
52129,Hemoglobin Other,too_few_values,1.0,1.0,0.0,0.0
52130,Histiocytes,never_measured,,,,
52131,HIT-Ab Interpreted Result,too_few_values,0.0,0.0,0.0,0.0
52133,Hmwk,never_measured,,,,
52134,IG,never_measured,,,,
52136,Inhibitor,never_measured,,,,
52137,Inh Scr,never_measured,,,,
52138,Kct,never_measured,,,,
52139,LE Prep,never_measured,,,,
52140,LS,never_measured,,,,
52141,Malaria Smear,never_measured,,,,
52142,Mean Platelet Volume,never_measured,,,,
52143,Methemalb,never_measured,,,,
52144,Methemoglobin,never_measured,,,,
52145,Mono Spot Test,never_measured,,,,
52146,Naphtol Acetate Stain,never_measured,,,,
52147,NEUTX,never_measured,,,,
52148,NEUTY,never_measured,,,,
52149,NFletcher,never_measured,,,,
52150,Non-Specific Esterase,never_measured,,,,
