itemid,cohort,label,n_admissions,n_value,n_no_value,n_value_and_range,n_value_no_range,n_range_no_value
50994,cohort_C80-D70_NF,Thyroxine (T4),5308,54,5254,54,0,6
50995,cohort_C80-D70_NF,"Thyroxine (T4), Free",5308,130,5178,130,0,0
50997,cohort_C80-D70_NF,Tobramycin,5308,6,5302,6,0,0
50998,cohort_C80-D70_NF,Transferrin,5308,465,4843,465,0,0
51000,cohort_C80-D70_NF,Triglycerides,5308,334,4974,334,0,22
51001,cohort_C80-D70_NF,Triiodothyronine (T3),5308,45,5263,45,0,0
51005,cohort_C80-D70_NF,Uptake Ratio,5308,5,5303,5,0,0
51006,cohort_C80-D70_NF,Urea Nitrogen,5308,4866,442,4866,0,0
51007,cohort_C80-D70_NF,Uric Acid,5308,2490,2818,2490,0,0
51008,cohort_C80-D70_NF,Valproic Acid,5308,22,5286,22,0,0
51009,cohort_C80-D70_NF,Vancomycin,5308,424,4884,424,0,4
51010,cohort_C80-D70_NF,Vitamin B12,5308,300,5008,300,0,67
51070,cohort_C80-D70_NF,"Albumin/Creatinine, Urine",5308,45,5263,45,0,2
51080,cohort_C80-D70_NF,Creatinine Clearance,5308,20,5288,20,0,9
51099,cohort_C80-D70_NF,Protein/Creatinine Ratio,5308,197,5111,197,0,5
51110,cohort_C80-D70_NF,Atypical Lymphocytes (Ascites),5308,3,5305,3,0,0
51111,cohort_C80-D70_NF,Bands (Ascites),5308,3,5305,3,0,0
51114,cohort_C80-D70_NF,Eosinophils (Ascites),5308,15,5293,15,0,0
51116,cohort_C80-D70_NF,Lymphocytes (Ascites),5308,81,5227,81,0,5
51117,cohort_C80-D70_NF,Macrophage (Ascites),5308,69,5239,69,0,7
51118,cohort_C80-D70_NF,Mesothelial Cell,5308,44,5264,44,0,5
51120,cohort_C80-D70_NF,Monocytes (Ascites),5308,84,5224,84,0,2
51124,cohort_C80-D70_NF,Plasma (Ascites),5308,9,5299,9,0,4
51125,cohort_C80-D70_NF,Polys (Ascites),5308,82,5226,82,0,4
51127,cohort_C80-D70_NF,"RBC, Ascites",5308,81,5227,81,0,4
51130,cohort_C80-D70_NF,Absolute CD3 Count,5308,87,5221,87,0,1
51131,cohort_C80-D70_NF,Absolute CD4 Count,5308,87,5221,87,0,1
51132,cohort_C80-D70_NF,Absolute CD8 Count,5308,87,5221,87,0,1
51133,cohort_C80-D70_NF,Absolute Lymphocyte Count,5308,4506,802,4506,0,1
51138,cohort_C80-D70_NF,Anticardiolipin Antibody IgG,5308,0,5308,0,0,0
51139,cohort_C80-D70_NF,Anticardiolipin Antibody IgM,5308,0,5308,0,0,0
51140,cohort_C80-D70_NF,Antithrombin,5308,20,5288,20,0,9
51143,cohort_C80-D70_NF,Atypical Lymphocytes (Blood),5308,1550,3758,1550,0,7
51144,cohort_C80-D70_NF,Bands (Blood),5308,1854,3454,1854,0,0
51146,cohort_C80-D70_NF,Basophils (Blood),5308,4506,802,4506,0,1
51148,cohort_C80-D70_NF,Blasts,5308,277,5031,277,0,49
51149,cohort_C80-D70_NF,Bleeding Time,5308,0,5308,0,0,0
51181,cohort_C80-D70_NF,CD4/CD8 Ratio,5308,84,5224,84,0,4
51196,cohort_C80-D70_NF,D-Dimer (Hematology),5308,0,5308,0,0,90
51199,cohort_C80-D70_NF,Eosinophil Count,5308,0,5308,0,0,0
51200,cohort_C80-D70_NF,Eosinophils (Blood),5308,4506,802,4506,0,1
51202,cohort_C80-D70_NF,Factor II,5308,2,5306,2,0,8
51203,cohort_C80-D70_NF,Factor IX,5308,3,5305,3,0,3
51204,cohort_C80-D70_NF,Factor V,5308,12,5296,12,0,5
51205,cohort_C80-D70_NF,Factor VII,5308,5,5303,5,0,16
51206,cohort_C80-D70_NF,Factor VIII,5308,26,5282,26,0,3
51207,cohort_C80-D70_NF,Factor VIII Inhibitor,5308,0,5308,0,0,0
51208,cohort_C80-D70_NF,Factor X,5308,3,5305,3,0,9
51209,cohort_C80-D70_NF,Factor XI,5308,1,5307,1,0,3
51214,cohort_C80-D70_NF,"Fibrinogen, Functional",5308,1128,4180,1128,0,2
51218,cohort_C80-D70_NF,Granulocyte Count,5308,0,5308,0,0,0
51221,cohort_C80-D70_NF,Hematocrit,5308,4864,444,4864,0,0
51222,cohort_C80-D70_NF,Hemoglobin (Hematology),5308,4864,444,4864,0,0
51223,cohort_C80-D70_NF,Hemoglobin A2,5308,12,5296,12,0,0
51224,cohort_C80-D70_NF,Hemoglobin C,5308,12,5296,12,0,0
51225,cohort_C80-D70_NF,Hemoglobin F,5308,12,5296,12,0,0
51227,cohort_C80-D70_NF,Hemogloblin S,5308,12,5296,12,0,0
51228,cohort_C80-D70_NF,Heparin,5308,24,5284,24,0,10
51229,cohort_C80-D70_NF,"Heparin, LMW",5308,19,5289,14,5,2
51232,cohort_C80-D70_NF,Hypersegmented Neutrophils,5308,39,5269,39,0,0
51237,cohort_C80-D70_NF,INR(PT),5308,3475,1833,3475,0,3
51241,cohort_C80-D70_NF,Leukocyte Alkaline Phosphatase,5308,0,5308,0,0,0
51244,cohort_C80-D70_NF,Lymphocytes (Blood),5308,4494,814,4494,0,13
51245,cohort_C80-D70_NF,"Lymphocytes, Percent",5308,88,5220,88,0,0
51248,cohort_C80-D70_NF,MCH,5308,4864,444,4864,0,0
51249,cohort_C80-D70_NF,MCHC,5308,4864,444,4864,0,0
51250,cohort_C80-D70_NF,MCV,5308,4863,445,4863,0,1
51251,cohort_C80-D70_NF,Metamyelocytes,5308,1732,3576,1732,0,0
51254,cohort_C80-D70_NF,Monocytes (Blood),5308,4506,802,4506,0,1
51255,cohort_C80-D70_NF,Myelocytes,5308,1663,3645,1663,0,2
51256,cohort_C80-D70_NF,Neutrophils,5308,4483,825,4483,0,24
51257,cohort_C80-D70_NF,Nucleated Red Cells,5308,1430,3878,1430,0,12
51259,cohort_C80-D70_NF,Other Cells,5308,20,5288,20,0,325
51263,cohort_C80-D70_NF,Plasma Cells (Blood),5308,72,5236,72,0,4
51265,cohort_C80-D70_NF,Platelet Count,5308,4850,458,4850,0,14
51269,cohort_C80-D70_NF,Promyelocytes,5308,357,4951,357,0,8
51270,cohort_C80-D70_NF,"Protein C, Antigen",5308,0,5308,0,0,0
51271,cohort_C80-D70_NF,"Protein C, Functional",5308,0,5308,0,0,0
51272,cohort_C80-D70_NF,"Protein S, Antigen",5308,0,5308,0,0,0
51273,cohort_C80-D70_NF,"Protein S, Functional",5308,0,5308,0,0,0
51274,cohort_C80-D70_NF,PT,5308,3474,1834,3474,0,4
51275,cohort_C80-D70_NF,PTT,5308,3344,1964,3344,0,43
51276,cohort_C80-D70_NF,Quantitative G6PD,5308,51,5257,51,0,7
51277,cohort_C80-D70_NF,RDW,5308,4858,450,4858,0,6
51279,cohort_C80-D70_NF,Red Blood Cells,5308,4864,444,4864,0,0
51282,cohort_C80-D70_NF,"Reticulocyte Count, Absolute",5308,766,4542,766,0,4
51283,cohort_C80-D70_NF,"Reticulocyte Count, Automated",5308,771,4537,771,0,4
51284,cohort_C80-D70_NF,"Reticulocyte Count, Manual",5308,14,5294,14,0,2
51288,cohort_C80-D70_NF,Sedimentation Rate,5308,0,5308,0,0,0
51289,cohort_C80-D70_NF,Serum Viscosity,5308,29,5279,29,0,0
51297,cohort_C80-D70_NF,Thrombin,5308,17,5291,17,0,2
51298,cohort_C80-D70_NF,Von Willebrand Factor Activity,5308,10,5298,10,0,2
51299,cohort_C80-D70_NF,Von Willebrand Factor Antigen,5308,7,5301,7,0,5
51300,cohort_C80-D70_NF,WBC Count,5308,88,5220,88,0,0
51301,cohort_C80-D70_NF,White Blood Cells,5308,4865,443,4865,0,0
51366,cohort_C80-D70_NF,Bands (Joint Fluid),5308,2,5306,2,0,0
51368,cohort_C80-D70_NF,Eosinophils (Joint Fluid),5308,3,5305,3,0,0
51375,cohort_C80-D70_NF,Lymphocytes (Joint Fluid),5308,15,5293,15,0,0
51376,cohort_C80-D70_NF,Macrophage (Joint Fluid),5308,9,5299,9,0,1
51377,cohort_C80-D70_NF,Mesothelial Cells (Joint Fluid),5308,0,5308,0,0,0
51379,cohort_C80-D70_NF,Monocytes (Joint Fluid),5308,15,5293,15,0,0
51382,cohort_C80-D70_NF,Polys (Joint Fluid),5308,14,5294,14,0,1
51383,cohort_C80-D70_NF,"RBC, Joint Fluid",5308,14,5294,14,0,1
51386,cohort_C80-D70_NF,Bands (Other Body Fluid),5308,0,5308,0,0,0
51419,cohort_C80-D70_NF,Eosinophils (Other Body Fluid),5308,12,5296,12,0,0
51427,cohort_C80-D70_NF,Lymphocytes (Other Body Fluid),5308,43,5265,43,0,4
51428,cohort_C80-D70_NF,Macrophage (Other Body Fluid),5308,21,5287,21,0,20
51429,cohort_C80-D70_NF,Mesothelial cells,5308,3,5305,3,0,6
51431,cohort_C80-D70_NF,Monos (Other Body Fluid),5308,47,5261,47,0,0
51433,cohort_C80-D70_NF,NRBC (Other Body Fluid),5308,2,5306,2,0,0
51435,cohort_C80-D70_NF,Plasma (Other Body Fluid),5308,1,5307,1,0,1
51436,cohort_C80-D70_NF,Polys (Other Body Fluid),5308,42,5266,42,0,5
51438,cohort_C80-D70_NF,"RBC, Other Fluid",5308,5,5303,5,0,2
51440,cohort_C80-D70_NF,Atypical Lymphocytes (Pleural),5308,10,5298,10,0,0
51441,cohort_C80-D70_NF,Bands (Pleural),5308,2,5306,2,0,0
51442,cohort_C80-D70_NF,Basophils (Pleural),5308,17,5291,17,0,0
51444,cohort_C80-D70_NF,Eosinophils (Pleural),5308,30,5278,30,0,1
51446,cohort_C80-D70_NF,Lymphocytes (Pleural),5308,114,5194,114,0,6
51447,cohort_C80-D70_NF,Macrophages,5308,88,5220,88,0,9
51448,cohort_C80-D70_NF,Mesothelial Cells (Pleural),5308,69,5239,69,0,7
51450,cohort_C80-D70_NF,Monos (Pleural),5308,117,5191,117,0,3
51452,cohort_C80-D70_NF,NRBC (Pleural),5308,3,5305,3,0,0
51454,cohort_C80-D70_NF,Plasma Cells (Pleural),5308,9,5299,9,0,4
51455,cohort_C80-D70_NF,Polys (Pleural),5308,116,5192,116,0,4
51457,cohort_C80-D70_NF,"RBC, Pleural",5308,110,5198,110,0,6
51467,cohort_C80-D70_NF,Broad Casts,5308,0,5308,0,0,0
51471,cohort_C80-D70_NF,Cellular Cast,5308,5,5303,5,0,1
51479,cohort_C80-D70_NF,Granular Casts,5308,96,5212,96,0,1
51482,cohort_C80-D70_NF,Hyaline Casts,5308,439,4869,439,0,1
51484,cohort_C80-D70_NF,Ketone,5308,528,4780,427,101,1037
51492,cohort_C80-D70_NF,Protein,5308,926,4382,762,164,702
51493,cohort_C80-D70_NF,RBC,5308,1253,4055,1253,0,131
51494,cohort_C80-D70_NF,RBC Casts,5308,0,5308,0,0,2
51498,cohort_C80-D70_NF,Specific Gravity,5308,1883,3425,1883,0,22
51507,cohort_C80-D70_NF,"Urine Casts, Other",5308,0,5308,0,0,1
51515,cohort_C80-D70_NF,Waxy Casts,5308,1,5307,1,0,0
51516,cohort_C80-D70_NF,WBC,5308,1229,4079,1229,0,155
51517,cohort_C80-D70_NF,WBC Casts,5308,2,5306,2,0,0
51567,cohort_C80-D70_NF,Beta Hydroxybutyrate,5308,8,5300,8,0,8
51621,cohort_C80-D70_NF,Ethylene Glycol,5308,0,5308,0,0,0
51625,cohort_C80-D70_NF,Free Kappa,5308,133,5175,133,0,27
51626,cohort_C80-D70_NF,Free Kappa/Free Lambda Ratio,5308,133,5175,133,0,26
51627,cohort_C80-D70_NF,Free Lambda,5308,142,5166,142,0,18
51802,cohort_C80-D70_NF,"Total Protein, CSF",5308,365,4943,365,0,3
52024,cohort_C80-D70_NF,"Creatinine, Whole Blood",5308,37,5271,37,0,1
52065,cohort_C80-D70_NF,"Total Nucleated Cells, Ascites",5308,82,5226,82,0,4
52069,cohort_C80-D70_NF,Absolute Basophil Count,5308,4506,802,4506,0,1
52073,cohort_C80-D70_NF,Absolute Eosinophil Count,5308,4506,802,4506,0,1
52074,cohort_C80-D70_NF,Absolute Monocyte Count,5308,4506,802,4506,0,1
52075,cohort_C80-D70_NF,Absolute Neutrophil Count,5308,4507,801,4507,0,1
52107,cohort_C80-D70_NF,dRVVT - Confirmation,5308,7,5301,7,0,3
52108,cohort_C80-D70_NF,dRVVT - Normalized Ratio,5308,7,5301,7,0,3
52109,cohort_C80-D70_NF,dRVVT - Screen,5308,10,5298,10,0,3
52132,cohort_C80-D70_NF,HIT-Ab Numerical Result,5308,3,5305,3,0,22
52135,cohort_C80-D70_NF,Immature Granulocytes,5308,651,4657,210,441,3064
52172,cohort_C80-D70_NF,RDW-SD,5308,4857,451,4857,0,7
52177,cohort_C80-D70_NF,SCT - Confirmation,5308,0,5308,0,0,1
52178,cohort_C80-D70_NF,SCT - Normalized Ratio,5308,0,5308,0,0,1
52179,cohort_C80-D70_NF,SCT - Screen,5308,7,5301,7,0,1
52285,cohort_C80-D70_NF,"RBC, CSF",5308,288,5020,288,0,103
52286,cohort_C80-D70_NF,"Total Nucleated Cells, CSF",5308,89,5219,71,18,250
52312,cohort_C80-D70_NF,"Total Nucleated Cells, Joint",5308,14,5294,14,0,1
52369,cohort_C80-D70_NF,"Total Nucleated Cells, Other",5308,13,5295,13,0,0
52391,cohort_C80-D70_NF,"Total Nucleated Cells, Pleural",5308,114,5194,114,0,6
50803,cohort_F17-C22,"Calculated Bicarbonate, Whole Blood",16131,204,15927,204,0,8
50804,cohort_F17-C22,Calculated Total CO2,16131,2440,13691,2440,0,34
50805,cohort_F17-C22,Carboxyhemoglobin,16131,61,16070,61,0,2
50806,cohort_F17-C22,"Chloride, Whole Blood",16131,845,15286,845,0,1
50808,cohort_F17-C22,Free Calcium,16131,1414,14717,1414,0,67
50809,cohort_F17-C22,Glucose (Blood Gas),16131,1030,15101,1030,0,15
50811,cohort_F17-C22,Hemoglobin (Blood Gas),16131,926,15205,926,0,9
50813,cohort_F17-C22,Lactate,16131,2913,13218,2913,0,573
50814,cohort_F17-C22,Methemoglobin,16131,49,16082,49,0,1
50818,cohort_F17-C22,pCO2,16131,2404,13727,2404,0,69
50820,cohort_F17-C22,pH,16131,2601,13530,2601,0,28
50821,cohort_F17-C22,pO2,16131,2068,14063,2068,0,405
50822,cohort_F17-C22,"Potassium, Whole Blood",16131,1466,14665,1466,0,135
50824,cohort_F17-C22,"Sodium, Whole Blood",16131,1001,15130,1001,0,41
50853,cohort_F17-C22,25-OH Vitamin D,16131,281,15850,281,0,231
50856,cohort_F17-C22,Acetaminophen,16131,62,16069,62,0,1034
50861,cohort_F17-C22,Alanine Aminotransferase (ALT),16131,6907,9224,6907,0,181
50862,cohort_F17-C22,Albumin,16131,5130,11001,5130,0,0
50863,cohort_F17-C22,Alkaline Phosphatase,16131,6969,9162,6969,0,48
50866,cohort_F17-C22,Ammonia,16131,104,16027,104,0,22
50867,cohort_F17-C22,Amylase,16131,496,15635,496,0,0
50868,cohort_F17-C22,Anion Gap,16131,8532,7599,8532,0,3254
50877,cohort_F17-C22,Anti-Thyroglobulin Antibodies,16131,1,16130,1,0,13
50878,cohort_F17-C22,Asparate Aminotransferase (AST),16131,6906,9225,6906,0,172
50881,cohort_F17-C22,Beta-2 Microglobulin,16131,42,16089,42,0,0
50882,cohort_F17-C22,Bicarbonate,16131,11774,4357,11774,0,12
50883,cohort_F17-C22,"Bilirubin, Direct",16131,447,15684,447,0,164
50885,cohort_F17-C22,"Bilirubin, Total",16131,6744,9387,6744,0,273
50889,cohort_F17-C22,C-Reactive Protein,16131,999,15132,999,0,342
50890,cohort_F17-C22,C3,16131,134,15997,134,0,0
50891,cohort_F17-C22,C4,16131,143,15988,143,0,1
50893,cohort_F17-C22,"Calcium, Total",16131,10840,5291,10840,0,1
50894,cohort_F17-C22,Calculated Free Testosterone,16131,8,16123,8,0,0
50895,cohort_F17-C22,Calculated TBG,16131,13,16118,13,0,0
50896,cohort_F17-C22,Calculated Thyroxine (T4) Index,16131,13,16118,13,0,0
50899,cohort_F17-C22,Carbamazepine,16131,8,16123,8,0,1
50902,cohort_F17-C22,Chloride,16131,11801,4330,11801,0,3
50904,cohort_F17-C22,"Cholesterol, HDL",16131,943,15188,716,227,8
50905,cohort_F17-C22,"Cholesterol, LDL, Calculated",16131,69,16062,69,0,842
50906,cohort_F17-C22,"Cholesterol, LDL, Measured",16131,53,16078,53,0,16
50907,cohort_F17-C22,"Cholesterol, Total",16131,971,15160,971,0,7
50908,cohort_F17-C22,CK-MB Index,16131,181,15950,181,0,0
50910,cohort_F17-C22,Creatine Kinase (CK),16131,0,16131,0,0,1736
50911,cohort_F17-C22,"Creatine Kinase, MB Isoenzyme",16131,1677,14454,1677,0,203
50912,cohort_F17-C22,Creatinine,16131,11888,4243,11888,0,4
50914,cohort_F17-C22,Cyclosporin,16131,0,16131,0,0,48
50915,cohort_F17-C22,D-Dimer (Chemistry),16131,0,16131,0,0,104
50916,cohort_F17-C22,DHEA-Sulfate,16131,2,16129,2,0,0
50917,cohort_F17-C22,Digoxin,16131,80,16051,80,0,10
50924,cohort_F17-C22,Ferritin,16131,1573,14558,1573,0,3
50925,cohort_F17-C22,Folate,16131,456,15675,456,0,100
50927,cohort_F17-C22,Gamma Glutamyltransferase,16131,192,15939,192,0,9
50930,cohort_F17-C22,Globulin,16131,266,15865,266,0,0
50931,cohort_F17-C22,Glucose (Chemistry),16131,0,16131,0,0,11760
50935,cohort_F17-C22,Haptoglobin,16131,725,15406,725,0,127
50945,cohort_F17-C22,Homocysteine,16131,0,16131,0,0,9
50949,cohort_F17-C22,Immunoglobulin A,16131,288,15843,288,0,5
50950,cohort_F17-C22,Immunoglobulin G,16131,296,15835,296,0,0
50951,cohort_F17-C22,Immunoglobulin M,16131,241,15890,241,0,9
50952,cohort_F17-C22,Iron,16131,1528,14603,1528,0,10
50953,cohort_F17-C22,"Iron Binding Capacity, Total",16131,1495,14636,1495,0,0
50954,cohort_F17-C22,Lactate Dehydrogenase (LD),16131,4086,12045,4086,0,169
50956,cohort_F17-C22,Lipase,16131,1821,14310,1821,0,4
50957,cohort_F17-C22,Lithium,16131,91,16040,91,0,20
50960,cohort_F17-C22,Magnesium,16131,10980,5151,10980,0,2
50964,cohort_F17-C22,"Osmolality, Measured",16131,460,15671,460,0,22
50965,cohort_F17-C22,Parathyroid Hormone,16131,212,15919,212,0,0
50966,cohort_F17-C22,Phenobarbital,16131,11,16120,11,0,4
50967,cohort_F17-C22,Phenytoin,16131,37,16094,37,0,2
50968,cohort_F17-C22,"Phenytoin, Free",16131,1,16130,1,0,0
50969,cohort_F17-C22,"Phenytoin, Percent Free",16131,1,16130,1,0,0
50970,cohort_F17-C22,Phosphate,16131,10805,5326,10805,0,14
50971,cohort_F17-C22,Potassium,16131,9940,6191,9940,0,1915
50976,cohort_F17-C22,"Protein, Total",16131,522,15609,522,0,5
50978,cohort_F17-C22,Rapamycin,16131,0,16131,0,0,7
50981,cohort_F17-C22,Salicylate,16131,6,16125,6,0,1056
50982,cohort_F17-C22,Sex Hormone Binding Globulin,16131,8,16123,8,0,0
50983,cohort_F17-C22,Sodium,16131,9010,7121,9010,0,2813
50986,cohort_F17-C22,tacroFK,16131,2,16129,2,0,339
50988,cohort_F17-C22,Testosterone,16131,13,16118,13,0,1
50989,cohort_F17-C22,"Testosterone, Free",16131,0,16131,0,0,0
50990,cohort_F17-C22,Theophylline,16131,0,16131,0,0,0
50992,cohort_F17-C22,Thyroid Peroxidase Antibodies,16131,14,16117,14,0,6
50993,cohort_F17-C22,Thyroid Stimulating Hormone,16131,1794,14337,1794,0,8
50994,cohort_F17-C22,Thyroxine (T4),16131,159,15972,159,0,5
50995,cohort_F17-C22,"Thyroxine (T4), Free",16131,381,15750,381,0,0
50997,cohort_F17-C22,Tobramycin,16131,14,16117,14,0,1
50998,cohort_F17-C22,Transferrin,16131,1502,14629,1502,0,0
51000,cohort_F17-C22,Triglycerides,16131,1230,14901,1230,0,98
51001,cohort_F17-C22,Triiodothyronine (T3),16131,112,16019,112,0,2
51005,cohort_F17-C22,Uptake Ratio,16131,13,16118,13,0,0
51006,cohort_F17-C22,Urea Nitrogen,16131,11847,4284,11847,0,2
51007,cohort_F17-C22,Uric Acid,16131,565,15566,565,0,2
51008,cohort_F17-C22,Valproic Acid,16131,135,15996,135,0,15
51009,cohort_F17-C22,Vancomycin,16131,1443,14688,1443,0,16
51010,cohort_F17-C22,Vitamin B12,16131,989,15142,989,0,73
51070,cohort_F17-C22,"Albumin/Creatinine, Urine",16131,86,16045,86,0,2
51080,cohort_F17-C22,Creatinine Clearance,16131,2,16129,2,0,5
51099,cohort_F17-C22,Protein/Creatinine Ratio,16131,360,15771,360,0,10
51110,cohort_F17-C22,Atypical Lymphocytes (Ascites),16131,15,16116,15,0,5
51111,cohort_F17-C22,Bands (Ascites),16131,10,16121,10,0,0
51114,cohort_F17-C22,Eosinophils (Ascites),16131,53,16078,53,0,0
51116,cohort_F17-C22,Lymphocytes (Ascites),16131,336,15795,336,0,9
51117,cohort_F17-C22,Macrophage (Ascites),16131,287,15844,287,0,31
51118,cohort_F17-C22,Mesothelial Cell,16131,209,15922,209,0,58
51120,cohort_F17-C22,Monocytes (Ascites),16131,334,15797,334,0,11
51124,cohort_F17-C22,Plasma (Ascites),16131,45,16086,45,0,11
51125,cohort_F17-C22,Polys (Ascites),16131,328,15803,328,0,17
51127,cohort_F17-C22,"RBC, Ascites",16131,330,15801,330,0,12
51130,cohort_F17-C22,Absolute CD3 Count,16131,131,16000,131,0,1
51131,cohort_F17-C22,Absolute CD4 Count,16131,131,16000,131,0,1
51132,cohort_F17-C22,Absolute CD8 Count,16131,131,16000,131,0,1
51133,cohort_F17-C22,Absolute Lymphocyte Count,16131,5895,10236,5895,0,6
51138,cohort_F17-C22,Anticardiolipin Antibody IgG,16131,0,16131,0,0,0
51139,cohort_F17-C22,Anticardiolipin Antibody IgM,16131,0,16131,0,0,0
51140,cohort_F17-C22,Antithrombin,16131,9,16122,9,0,8
51143,cohort_F17-C22,Atypical Lymphocytes (Blood),16131,854,15277,854,0,5
51144,cohort_F17-C22,Bands (Blood),16131,956,15175,956,0,2
51146,cohort_F17-C22,Basophils (Blood),16131,5894,10237,5894,0,7
51148,cohort_F17-C22,Blasts,16131,77,16054,77,0,12
51149,cohort_F17-C22,Bleeding Time,16131,0,16131,0,0,0
51181,cohort_F17-C22,CD4/CD8 Ratio,16131,129,16002,129,0,3
51196,cohort_F17-C22,D-Dimer (Hematology),16131,0,16131,0,0,122
51199,cohort_F17-C22,Eosinophil Count,16131,0,16131,0,0,0
51200,cohort_F17-C22,Eosinophils (Blood),16131,5895,10236,5895,0,6
51202,cohort_F17-C22,Factor II,16131,1,16130,1,0,5
51203,cohort_F17-C22,Factor IX,16131,0,16131,0,0,4
51204,cohort_F17-C22,Factor V,16131,4,16127,4,0,4
51205,cohort_F17-C22,Factor VII,16131,3,16128,3,0,11
51206,cohort_F17-C22,Factor VIII,16131,20,16111,20,0,9
51207,cohort_F17-C22,Factor VIII Inhibitor,16131,1,16130,1,0,0
51208,cohort_F17-C22,Factor X,16131,2,16129,2,0,4
51209,cohort_F17-C22,Factor XI,16131,0,16131,0,0,1
51214,cohort_F17-C22,"Fibrinogen, Functional",16131,1148,14983,1148,0,15
51218,cohort_F17-C22,Granulocyte Count,16131,0,16131,0,0,0
51221,cohort_F17-C22,Hematocrit,16131,11886,4245,11886,0,16
51222,cohort_F17-C22,Hemoglobin (Hematology),16131,11831,4300,11831,0,2
51223,cohort_F17-C22,Hemoglobin A2,16131,8,16123,8,0,0
51224,cohort_F17-C22,Hemoglobin C,16131,8,16123,8,0,0
51225,cohort_F17-C22,Hemoglobin F,16131,8,16123,8,0,1
51227,cohort_F17-C22,Hemogloblin S,16131,8,16123,8,0,0
51228,cohort_F17-C22,Heparin,16131,45,16086,45,0,13
51229,cohort_F17-C22,"Heparin, LMW",16131,15,16116,11,4,3
51232,cohort_F17-C22,Hypersegmented Neutrophils,16131,9,16122,9,0,0
51237,cohort_F17-C22,INR(PT),16131,8063,8068,8063,0,15
51241,cohort_F17-C22,Leukocyte Alkaline Phosphatase,16131,0,16131,0,0,0
51244,cohort_F17-C22,Lymphocytes (Blood),16131,5885,10246,5885,0,16
51245,cohort_F17-C22,"Lymphocytes, Percent",16131,132,15999,132,0,0
51248,cohort_F17-C22,MCH,16131,11813,4318,11813,0,3
51249,cohort_F17-C22,MCHC,16131,11813,4318,11813,0,3
51250,cohort_F17-C22,MCV,16131,11803,4328,11803,0,13
51251,cohort_F17-C22,Metamyelocytes,16131,903,15228,903,0,1
51254,cohort_F17-C22,Monocytes (Blood),16131,5894,10237,5894,0,7
51255,cohort_F17-C22,Myelocytes,16131,882,15249,882,0,0
51256,cohort_F17-C22,Neutrophils,16131,5863,10268,5863,0,38
51257,cohort_F17-C22,Nucleated Red Cells,16131,705,15426,705,0,38
51259,cohort_F17-C22,Other Cells,16131,3,16128,3,0,86
51263,cohort_F17-C22,Plasma Cells (Blood),16131,37,16094,37,0,2
51265,cohort_F17-C22,Platelet Count,16131,11824,4307,11824,0,34
51269,cohort_F17-C22,Promyelocytes,16131,109,16022,109,0,4
51270,cohort_F17-C22,"Protein C, Antigen",16131,0,16131,0,0,0
51271,cohort_F17-C22,"Protein C, Functional",16131,12,16119,12,0,4
51272,cohort_F17-C22,"Protein S, Antigen",16131,0,16131,0,0,0
51273,cohort_F17-C22,"Protein S, Functional",16131,9,16122,9,0,6
51274,cohort_F17-C22,PT,16131,8052,8079,8052,0,26
51275,cohort_F17-C22,PTT,16131,7692,8439,7692,0,106
51276,cohort_F17-C22,Quantitative G6PD,16131,21,16110,21,0,2
51277,cohort_F17-C22,RDW,16131,11807,4324,11807,0,9
51279,cohort_F17-C22,Red Blood Cells,16131,11812,4319,11812,0,4
51282,cohort_F17-C22,"Reticulocyte Count, Absolute",16131,948,15183,948,0,7
51283,cohort_F17-C22,"Reticulocyte Count, Automated",16131,932,15199,932,0,6
51284,cohort_F17-C22,"Reticulocyte Count, Manual",16131,29,16102,29,0,0
51288,cohort_F17-C22,Sedimentation Rate,16131,0,16131,0,0,0
51289,cohort_F17-C22,Serum Viscosity,16131,4,16127,4,0,1
51297,cohort_F17-C22,Thrombin,16131,30,16101,30,0,5
51298,cohort_F17-C22,Von Willebrand Factor Activity,16131,3,16128,3,0,2
51299,cohort_F17-C22,Von Willebrand Factor Antigen,16131,3,16128,3,0,2
51300,cohort_F17-C22,WBC Count,16131,132,15999,132,0,0
51301,cohort_F17-C22,White Blood Cells,16131,11815,4316,11815,0,7
51366,cohort_F17-C22,Bands (Joint Fluid),16131,6,16125,6,0,0
51368,cohort_F17-C22,Eosinophils (Joint Fluid),16131,14,16117,14,0,0
51375,cohort_F17-C22,Lymphocytes (Joint Fluid),16131,63,16068,63,0,7
51376,cohort_F17-C22,Macrophage (Joint Fluid),16131,28,16103,28,0,4
51377,cohort_F17-C22,Mesothelial Cells (Joint Fluid),16131,1,16130,1,0,0
51379,cohort_F17-C22,Monocytes (Joint Fluid),16131,62,16069,62,0,8
51382,cohort_F17-C22,Polys (Joint Fluid),16131,59,16072,59,0,11
51383,cohort_F17-C22,"RBC, Joint Fluid",16131,55,16076,55,0,8
51386,cohort_F17-C22,Bands (Other Body Fluid),16131,5,16126,5,0,0
51419,cohort_F17-C22,Eosinophils (Other Body Fluid),16131,27,16104,27,0,0
51427,cohort_F17-C22,Lymphocytes (Other Body Fluid),16131,99,16032,99,0,2
51428,cohort_F17-C22,Macrophage (Other Body Fluid),16131,47,16084,47,0,36
51429,cohort_F17-C22,Mesothelial cells,16131,18,16113,18,0,11
51431,cohort_F17-C22,Monos (Other Body Fluid),16131,99,16032,99,0,2
